0,1,2,3,target
0.14965991951921598,-1.2224595689485889,0.15774548513907527,0.43224718364809744,1
-0.05112324888892694,1.3802479585708307,-0.10230282363722022,-0.023327725273255516,0
-0.28461726559923883,0.005464351556488278,-1.3430256682389443,-1.0797867395950476,0
1.491552039970385,-0.8623243682413569,0.5170379163005517,2.3031678923074104,1
-1.1264580335839112,0.36224164430481065,0.7899688606772289,0.6282999118921221,0
-1.0503494187153448,-0.986720619047409,-1.3060201939670326,-0.9309650186139314,0
2.4890637834283162,0.21315263678053487,0.7366828352649334,-0.9000040829620576,1
-1.3973718160706468,1.1596328686568567,-1.0555774714032582,-0.1190860727895078,0
1.2704963794718238,0.7019610816819335,0.4081979055439572,-0.14997914593870035,1
0.6178187359254261,0.8545897429904472,0.17746298306804167,0.5567868696346746,1
-1.3190889859261232,-0.9401171726697211,-0.4888426539099054,-2.020286683953632,0
1.0546834492837776,-0.897470871135935,-2.0147186695701595,1.7388197297017012,1
0.7157953959713964,0.3809774698538424,0.7077684414772373,0.3945392683921399,1
0.49394298466915565,0.4819198912051039,-0.8809450786671661,0.0439000031463002,1
0.12834094181968658,0.11831543209628381,0.9160553836172808,-0.6759281045168168,1
-0.1969089623914706,-1.3485092184634084,-0.1965648652282254,-0.17205568986265976,1
1.9464978430081565,0.9691924416172827,-0.6680684856251737,0.5224041908072269,1
-2.7946596944564766,-0.048466759595283015,-0.4322445977841321,1.3265517791909507,0
-0.7828995680921595,-1.6886696676782957,1.6246344030806603,-0.5719317156933325,1
-2.24882585573628,2.00367980493765,1.1958793718443328,0.7728724065728694,0
-0.4692738166810957,-2.053311209248746,-3.1977725409521005,-1.9158271056561638,1
-0.5019997454042231,0.8313901771375108,0.011626450030461463,1.770590867269742,0
-0.5557510727441403,1.188525483649792,0.3043817680405834,0.5860092245549577,0
-1.398102067496081,-0.6830071695636339,0.6621932921221811,-0.270368686863629,0
-0.25380321787526894,0.31750802439550674,-1.638472211881291,0.2526599194455309,1
-0.3931225592167362,-1.2126195327752085,-3.1545515276112637,-0.39595454560987203,0
1.4452791854710096,2.4448229577722627,0.7799287363976705,0.15183964548240775,1
1.1391902620809407,-1.004253742368433,-0.4423999408917497,3.0463379908871184,1
-1.1499871884832598,0.6739911051899161,0.8921393402705258,0.6906985353335096,0
2.390216164650055,-0.6271832821604447,0.930219377793313,-1.3258547656291995,1
-2.8448256807167946,-0.014533566786068985,-0.34366278748274925,-1.004360145747808,0
0.296235301271468,-1.0863418989023845,0.0186337328159094,-1.6618477107021652,1
-1.4899081576002162,-1.78980475073966,0.6799760747995884,-2.056273549605971,1
0.32754043806211586,0.21258133866347828,1.9088171323541132,0.3530480389568367,1
-0.1237080287928175,1.5129065797695698,-1.793618951604358,-0.026964709242432317,0
-1.698301851116328,-0.6580659988119333,-0.2226845188770551,0.9497662599809805,0
0.4869873237596565,0.9960461704594533,-0.5108321537402146,0.20989068005591835,1
1.1581797527854838,-1.3331026595299482,-0.6683730317921175,0.09837974782187506,1
0.12798518767939893,-1.5442767131671828,0.18878655707577685,-0.6855030466577503,0
-0.3665659349077939,0.7544768025483153,-0.18916384260151708,-1.1393074425686776,0
1.137061064160107,0.06608406190900262,0.3649380632724804,-0.3534248016308885,1
-1.6576468089715564,-0.7444527410332252,1.1882984297996293,0.2625368824856456,0
-1.8461203128659134,0.707188014784398,0.40093397074730514,-0.04932953253393131,0
-0.7559742836036345,1.0948656789881877,0.018917076703303646,-1.414348073070457,0
0.21390931112407618,1.002046766478521,0.9960961063435181,-0.10286781314777081,0
-0.056212981459772715,1.85326877070147,-1.596259474272325,-0.21531038672692793,0
0.29144703512772263,-1.0793248474568247,1.4614090892468616,-0.6332710634445452,1
0.9948363598016826,-1.4044070727535574,0.6596054809679939,0.3702173935515991,1
-0.41912008374315646,0.8038969856364719,0.19577495480479395,-0.13262470044311414,0
0.7350168020144742,-0.08786948216678492,-0.9198964735637172,-0.6761085719801362,1
0.9112114822111005,0.48842235227044317,1.127350063638377,0.1587606450802576,1
0.7683399251846453,0.37610269754490777,0.1253899098005219,-0.8079588338475115,1
-0.7363777501841061,1.200678865830275,-0.3979410328858434,0.039998999719399596,0
2.070711792171422,-1.276481872667213,2.0671620509680393,-0.30604696557751404,1
0.9859602399655722,-0.793606474636547,1.8702950364853892,0.013542766798459968,1
1.292089690951608,0.6607283632541003,-0.9466022409851129,-1.4925537062283416,1
-0.4461516244752284,0.26162994944121376,-0.26628403061584216,-0.8511857903671972,0
1.175274754368827,0.7885652375752368,1.4083798562356107,0.3276066773835187,0
-1.3007849287542563,-0.8719873968530647,-2.1855179399424727,-1.1077906185813982,0
1.7730395674189352,-0.6154557037217323,0.01979795515614794,-0.0012492888564835595,1
-2.1036971974226475,-0.44126812417069305,0.9768730102508053,-0.4953637353462822,0
-0.1697285054312978,-1.232457990795862,0.6030663469339598,1.55846087269541,1
1.157369775172291,-0.6050562288797776,0.01195392917624081,0.20170909340214607,1
-1.927270965731148,-0.49518288593478055,-0.530413569718354,0.4029368642455454,0
0.8674983820373523,-1.9048334267057978,-0.003332018306974506,0.03159160459179767,0
0.003688724404353305,-1.4845212207078862,0.3454042694466182,-0.18371936682875237,0
-1.229371506410474,-1.8238857698498987,1.3434839817930166,-0.287864639157839,1
-0.9784626345599261,0.5914101226519932,-1.5598386201312355,-0.12011991609001677,0
-1.5539000299837742,-0.8504997100497748,-3.351472761957808,-1.1683036598452141,0
-0.18105690770073823,-1.4877162965902477,-0.7786182995387665,0.0011392594357631691,0
-1.2094837748989946,1.23555428111288,0.8623574126321062,-0.6130817639228971,0
-1.9273487356985886,0.6038865533291553,0.5000514059964889,0.4974490290222224,0
-2.0537979578410743,-0.4170487079931948,0.6512541308876563,1.209474306913487,0
-1.477739303784694,-0.7639552311182137,-0.03904527801140705,-0.9210212330571418,0
